Country,City,AQI_value,AQI_category,CO_AQI_value,CO_AQI_category,Ozone_AQI_value,Ozone_AQI_category,NO2_AQI_value,NO2_AQI_category,PM2_5_AQI_value,PM2_5_AQI_category,latitude,longitude,Description
China,Yancheng,155,Unhealthy,3,Good,155,Unhealthy,2,Good,151,Unhealthy,33.3936,120.1339,"""Yancheng, formerly known as Yandu, is a prefecture-level city in the eastern coastal Jiangsu province, People's Republic of China. As the city with the largest jurisdictional area in Jiangsu, Yancheng borders Lianyungang to the north, Huai'an to the west, Yangzhou and Taizhou to the southwest, Nantong to the south, and the Yellow Sea to the east. Formerly a county, the current Yancheng city was founded on January 18, 1983."""
Democratic Republic of the Congo,Yangambi,121,Unhealthy for Sensitive Groups,4,Good,24,Good,0,Good,121,Unhealthy for Sensitive Groups,0.7675,24.4414,"""Yangambi is a town in Isangi territory of Tshopo province, Democratic Republic of the Congo."""
China,Yanji,69,Moderate,2,Good,48,Good,0,Good,69,Moderate,42.9044,129.5067,"""Yanji is a county-level city in the east of China's Jilin Province, and is the seat of the Yanbian Korean Autonomous Prefecture. Yanji City is located in the eastern part of Jilin Province. It is the seat of the government of Yanbian Korean Autonomous Prefecture and the political, economic and cultural center of the entire autonomous prefecture. Its population is approximately 400,000 of which a significant portion is ethnic Korean. Yanji is a busy hub of transport and trade between China and North Korea. The city is home to Yanbian University, a comprehensive university and the only Project 211 university in Yanji."""
United States of America,Yankton,47,Good,1,Good,34,Good,3,Good,47,Good,42.8901,-97.3927,"""No description provided"""
Germany,Wenden,69,Moderate,1,Good,34,Good,4,Good,69,Moderate,50.9667,7.8667,"""No description provided"""
Belgium,Wetteren,64,Moderate,1,Good,32,Good,6,Good,64,Moderate,51.0,3.8833,"""Wetteren is a municipality in the Belgian province of East Flanders, comprising the towns of Massemen, Westrem and Wetteren proper. In 2021 it had a population of 26,206. Its total area is 36.68 km2."""
Canada,Whitehorse,20,Good,1,Good,20,Good,1,Good,10,Good,60.7029,-135.0691,"""Whitehorse is the capital of the Yukon, and the largest city in Northern Canada. It was incorporated in 1950 and is located at kilometre 1426 on the Alaska Highway in southern Yukon. Whitehorse's downtown and Riverdale areas occupy both shores of the Yukon River, which rises in British Columbia and meets the Bering Sea in Alaska. The city was named after the White Horse Rapids for their resemblance to the mane of a white horse, near Miles Canyon, before the river was dammed."""
Ireland,Wicklow,38,Good,1,Good,30,Good,3,Good,38,Good,52.9779,-6.033,"""Wicklow is the county town of County Wicklow in Ireland. It is located on the east of Ireland, south of Dublin. According to the 2022 census, it had a population of 12,957 people. The town is to the east of the M11 route between Dublin and Wexford. It also has railway links to Dublin, Wexford, Arklow, and Rosslare Europort. There is also a commercial port for timber and textile imports. The River Vartry is the main river flowing through the town."""
Switzerland,Wil,59,Moderate,1,Good,27,Good,3,Good,59,Moderate,47.4667,9.05,"""Wil is the capital of the Wahlkreis (constituency) of Wil in the canton of St. Gallen in Switzerland."""
Germany,Wildeshausen,67,Moderate,1,Good,30,Good,5,Good,67,Moderate,52.9,8.4333,"""Wildeshausen is a town and the capital of the Oldenburg district in Lower Saxony, Germany. It is situated by the river Hunte."""
United States of America,Williamsport,75,Moderate,2,Good,13,Good,16,Good,75,Moderate,41.2399,-77.037,"""No description provided"""
United States of America,Fox Lake,60,Moderate,2,Good,18,Good,21,Good,60,Moderate,42.4239,-88.1844,"""No description provided"""
Denmark,Frederikssund,36,Good,1,Good,36,Good,0,Good,25,Good,55.8333,12.0666,"""Frederikssund is a Danish town, seat of the Frederikssund Municipality, in the Region Hovedstaden with a population of 17,244. It received the status of market town in 1810. The town is famous for its annual Viking Games as well as for the J.F. Willumsen museum. Since 1935, it has been connected to Hornsherred via the Kronprins Frederik Bridge."""
United States of America,Friendly,41,Good,1,Good,30,Good,8,Good,41,Good,38.7601,-76.9642,"""No description provided"""
Germany,Fuldatal,44,Good,1,Good,28,Good,2,Good,44,Good,51.3484,9.5256,"""Fuldatal is a municipality in the district of Kassel, in Hesse, Germany. It is situated along the Fulda River, 5 km northeast of Kassel."""
Japan,Furano,29,Good,1,Good,26,Good,1,Good,29,Good,43.342,142.3832,"""No description provided"""
China,Fuzhou,168,Unhealthy,3,Good,168,Unhealthy,5,Good,99,Moderate,27.9814,116.3577,"""Fuzhou is the capital of Fujian, China. The city lies between the Min River estuary to the south and the city of Ningde to the north. Together, Fuzhou and Ningde make up the Mindong linguistic and cultural region."""
United Kingdom of Great Britain and Northern Ireland,Galashiels,25,Good,1,Good,25,Good,3,Good,23,Good,55.6194,-2.8033,"""Galashiels is a town in the Scottish Borders with a population of around 12,600. Its name is often colloquially shortened to 'Gala'. The town is a major commercial centre for the Borders region with extensive history in the textile industry. Galashiels is the location of Heriot-Watt University's School of Textiles and Design."""
Germany,Gangelt,41,Good,1,Good,26,Good,4,Good,41,Good,50.9831,6.0,"""Gangelt is a municipality in the district of Heinsberg, in North Rhine-Westphalia, Germany. It is on the border with the Netherlands and about 10 km east of Sittard and 10 km south-west of Heinsberg."""
Germany,Garbsen,36,Good,0,Good,33,Good,1,Good,36,Good,52.4183,9.5981,"""Garbsen is a town in the district of Hanover, in Lower Saxony, Germany. It is situated on the river Leine, approximately 11 kilometres (6.8 mi) northwest of Hanover. The name Garbsen can be traced back to 1223. Today's 13 city districts have partly developed independently until the city of Garbsen was formed within its current boundaries during the regional reform in 1974."""
Cameroon,Garoua,59,Moderate,2,Good,12,Good,0,Good,59,Moderate,9.3,13.4,"""Garoua is a port city and the capital of the North Region of Cameroon, lying on the Benue River. A thriving centre of the textiles and cotton industries, the city has approximately 1,285,000 inhabitants in 2020, mostly Fulbe/Fulani people."""
Netherlands,Geertruidenberg,35,Good,0,Good,33,Good,2,Good,35,Good,51.7,4.8586,"""Geertruidenberg is a city and municipality in the province North Brabant in the south of the Netherlands. The city, named after Saint Gertrude of Nivelles, received city rights in 1213 from the count of Holland. The fortified city prospered until the 15th century."""
Australia,Geraldton,29,Good,0,Good,29,Good,0,Good,13,Good,-28.7744,114.6089,"""Geraldton is a coastal city in the Mid West region of Western Australia, 424 kilometres (263 mi) north of the state capital, Perth."""
Germany,Germersheim,51,Moderate,1,Good,29,Good,3,Good,51,Moderate,49.2167,8.3667,"""Germersheim is a town in the German state of Rhineland-Palatinate, of around 20,000 inhabitants. It is also the seat of the Germersheim district. The neighboring towns and cities are Speyer, Landau, Philippsburg, Karlsruhe and Wörth."""
Colombia,Girardot,103,Unhealthy for Sensitive Groups,4,Good,9,Good,6,Good,103,Unhealthy for Sensitive Groups,4.305,-74.8017,"""No description provided"""
United Kingdom of Great Britain and Northern Ireland,Golborne,35,Good,1,Good,30,Good,4,Good,35,Good,53.4758,-2.5943,"""Golborne is a town in the Metropolitan Borough of Wigan, in Greater Manchester, England. It lies 5 miles (8.0 km) south-south-east of Wigan, 6 miles (9.7 km) north-east of Warrington and 14 miles (22.5 km) to the west of the city of Manchester. Along with the neighbouring village of Lowton, it recorded a population of 24,041."""
Portugal,Gondomar,27,Good,0,Good,27,Good,2,Good,21,Good,41.15,-8.5333,"""No description provided"""
India,Govindgarh,307,Hazardous,1,Good,45,Good,0,Good,307,Hazardous,24.3785,81.2964,"""Govindgarh may beGovindgarh, Uttar Pradesh,a village in Gautam Buddh Nagar District, Uttar Pradesh Govindgarh, Madhya Pradesh, a city in Rewa District, Madhya Pradesh Govindgarh, Rajasthan, a city in Alwar District, Rajasthan"""
United States of America,Hoffman Estates,61,Moderate,2,Good,26,Good,16,Good,61,Moderate,42.064,-88.1468,"""Hoffman Estates is a village in Cook County, Illinois, United States. It is a suburb of Chicago. Per the 2020 census, the population was 52,530."""
United States of America,Holly Springs,42,Good,1,Good,42,Good,2,Good,37,Good,35.6526,-78.8399,"""Holly Springs is the name of some places in the United States of America:Holly Springs, Georgia Holly Springs, Mississippi Holly Springs, North Carolina Holly Springs Township, Wake County, North Carolina Holly Springs, Surry County, North Carolina Holly Springs, South Carolina Holly Springs National Forest Mount Holly Springs, Pennsylvania"""
Germany,Holzminden,42,Good,0,Good,32,Good,1,Good,42,Good,51.8297,9.4483,"""Holzminden is a town in southern Lower Saxony, Germany. It is the capital of the district of Holzminden. It is located on the river Weser, which at this point forms the border with the state of North Rhine-Westphalia."""
Ethiopia,Huruta,102,Unhealthy for Sensitive Groups,1,Good,23,Good,0,Good,102,Unhealthy for Sensitive Groups,8.15,39.35,"""Huruta is a town in central Ethiopia. Located in the Arsi Zone of the Oromia Region to the north of Iteya, it has a latitude and longitude of 8°09′N 39°21′E with an elevation of 1,978 meters."""
Italy,Iglesias,64,Moderate,1,Good,53,Moderate,1,Good,64,Moderate,39.3167,8.5333,"""No description provided"""
Japan,Iizuka,45,Good,1,Good,45,Good,0,Good,38,Good,33.65,130.6833,"""Iizuka is a city in Fukuoka Prefecture, Japan. As of 29 February 2024, the city had an estimated population of 124,757 in 63833 households, and a population density of 580 persons per km². The total area of the city is 213.96 km2 (82.61 sq mi)."""
Japan,Suzu,69,Moderate,1,Good,69,Moderate,1,Good,60,Moderate,37.4363,137.2605,"""No description provided"""
Hungary,Szeged,50,Good,1,Good,41,Good,1,Good,50,Good,46.255,20.145,"""Szeged is the third largest city of Hungary, the largest city and regional centre of the Southern Great Plain and the county seat of Csongrád-Csanád county. The University of Szeged is one of the most distinguished universities in Hungary."""
Iran (Islamic Republic of),Tafresh,125,Unhealthy for Sensitive Groups,2,Good,125,Unhealthy for Sensitive Groups,1,Good,82,Moderate,34.6919,50.0131,"""Tafresh is a city in the Central District of Tafresh County, Markazi province, Iran, serving as capital of both the county and the district. Tafresh is located amidst high mountains 222 kilometres (138 mi) southwest of Tehran."""
Philippines,Tagaytay,41,Good,1,Good,25,Good,1,Good,41,Good,14.1,120.9333,"""Tagaytay, officially the City of Tagaytay, is a component city in the province of Cavite, Philippines. According to the 2020 census, it has a population of 85,330 people."""
Japan,Tajimi,52,Moderate,1,Good,34,Good,3,Good,52,Moderate,35.3328,137.1316,"""Tajimi is a city located in Gifu, Japan. As of 1 March 2020, the city had an estimated population of 110,070 in 46,580 households, and a population density of 1200 people per km2. The total area of the city was 117.01 square kilometres (45.18 sq mi). The city is famous for its production of Mino ware ceramics, especially in the Oribe and Seto styles. Tajimi is a member of the World Health Organization’s Alliance for Healthy Cities (AFHC)."""
Japan,Takahagi,47,Good,1,Good,47,Good,1,Good,44,Good,36.7192,140.7167,"""Takahagi is a city located in Ibaraki Prefecture, Japan. As of 1 July 2020, the city had an estimated population of 27,522 in 11,651 households and a population density of 140 persons per km2. The percentage of the population aged over 65 was 36.2%. The total area of the city is 193.58 square kilometres (74.74 sq mi)."""
Japan,Takahashi,36,Good,1,Good,36,Good,3,Good,34,Good,34.7914,133.6164,"""Takahashi is the third most common Japanese surname. Less common variants include 髙橋, 高梁, 孝橋, 鷹橋, 高槁, 高端, 鷹啄, 喬橋 and 鷹羽司."""
Philippines,Talacogon,37,Good,1,Good,19,Good,0,Good,37,Good,8.4488,125.7869,"""Talacogon, officially the Municipality of Talacogon, is a municipality in the province of Agusan del Sur, Philippines. According to the 2020 census, it has a population of 39,678 people."""
Russian Federation,Taldom,46,Good,1,Good,27,Good,1,Good,46,Good,56.7333,37.5333,"""Taldom is a town in Moscow Oblast, Russia, located 110 kilometers (68 mi) north of Moscow, on a suburban railway connecting Moscow to Savyolovo. Population: 13,819 (2010 Census); 13,334 (2002 Census); 14,410 (1989 Soviet census)."""
United States of America,Tamiami,64,Moderate,1,Good,18,Good,12,Good,64,Moderate,25.7556,-80.4016,"""Tamiami is a census-designated place (CDP) in Miami-Dade County, Florida, United States. It is part of the Miami metropolitan area of South Florida. The population was 54,212 at the 2020 census."""
